| table_name                         | column_name                | data_type                   | description                                                                                                                                                                                                    | constraint_type | key_name                                                | key_column                | foreign_table                      | foreign_column            |
| dim_received_stock                 | ingredient_name            | character varying           | Name of the ingredient                                                                                                                                                                                         |                 |                                                         |                           |                                    |                           |
| dim_received_stock                 | ingredient_uuid            | uuid                        | UUID of the ingredient                                                                                                                                                                                         | FOREIGN KEY     | public_dim_received_stock_ingredient_uuid_fkey          | ingredient_uuid           | dim_ingredient_restaurant          | ingredient_uuid           |
| dim_received_stock                 | order_uuid                 | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_received_stock_order_uuid_fkey                      | order_uuid                | dim_orders                         | order_uuid                |
| dim_received_stock                 | received_quantity          | double precision            | Quantity received from supplier                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_received_stock                 | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | FOREIGN KEY     | public_dim_received_stock_restaurant_uuid_fkey          | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_received_stock                 | supplier_uuid              | uuid                        | UUID of the supplier                                                                                                                                                                                           | FOREIGN KEY     | public_dim_received_stock_supplier_uuid_fkey            | supplier_uuid             | dim_supplier                       | supplier_uuid             |
| dim_received_stock                 | unit                       | character varying           | Unit used for measurement                                                                                                                                                                                      |                 |                                                         |                           |                                    |                           |
| dim_received_stock                 | unit_uuid                  | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_received_stock_unit_uuid_fkey                       | unit_uuid                 | dim_unit                           | unit_uuid                 |
| dim_received_stock                 | uuid                       | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_received_stock_pkey                                 | uuid                      | dim_received_stock                 | uuid                      |
| dim_recipe                         | active                     | boolean                     | Is the recipe still available                                                                                                                                                                                  |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | category                   | USER-DEFINED                |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | created_at                 | timestamp without time zone | Time of creation                                                                                                                                                                                               |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | currency                   | character varying           | Currency                                                                                                                                                                                                       |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | dish_id                    | character varying           | ID of the dish (from the POS, external API)                                                                                                                                                                    |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | is_active                  | boolean                     |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | mapping_pos                | json                        |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | name                       | character varying           | Name of the recipe                                                                                                                                                                                             |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | onboarded                  | boolean                     |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | portion_count              | double precision            | how many portion for a recipe                                                                                                                                                                                  |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | portion_price              | double precision            | Cost of production of one portion of the recipe                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | recipe_id                  | character varying           |                                                                                                                                                                                                                | UNIQUE          | unique_recipe_id_per_restaurant                         | recipe_id                 | dim_recipe                         | restaurant_uuid           |
| dim_recipe                         | recipe_id                  | character varying           |                                                                                                                                                                                                                | UNIQUE          | unique_recipe_id_per_restaurant                         | recipe_id                 | dim_recipe                         | recipe_id                 |
| dim_recipe                         | recipe_uuid                | uuid                        | UUID of the recipe                                                                                                                                                                                             | PRIMARY KEY     | dim_recipe_pkey                                         | recipe_uuid               | dim_recipe                         | recipe_uuid               |
| dim_recipe                         | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | UNIQUE          | unique_recipe_id_per_restaurant                         | restaurant_uuid           | dim_recipe                         | restaurant_uuid           |
| dim_recipe                         | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | UNIQUE          | unique_recipe_id_per_restaurant                         | restaurant_uuid           | dim_recipe                         | recipe_id                 |
| dim_recipe                         | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | FOREIGN KEY     | public_dim_recipe_restaurant_uuid_fkey                  | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_recipe                         | type                       | USER-DEFINED                |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_recipe                         | unit_uuid                  | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_recipe_unit_uuid_fkey                               | unit_uuid                 | dim_unit                           | unit_uuid                 |
| dim_recipe_ingredient              | created_at                 | timestamp without time zone | Time of creation                                                                                                                                                                                               |                 |                                                         |                           |                                    |                           |
| dim_recipe_ingredient              | ingredient_uuid            | uuid                        | UUID of the ingredient                                                                                                                                                                                         | FOREIGN KEY     | public_dim_recipe_ingredient_ingredient_uuid_fkey       | ingredient_uuid           | dim_ingredient_restaurant          | ingredient_uuid           |
| dim_recipe_ingredient              | preparation_uuid           | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_recipe_ingredient_preparation_uuid_fkey             | preparation_uuid          | dim_recipe                         | recipe_uuid               |
| dim_recipe_ingredient              | quantity                   | double precision            | Quantity required for the recipe                                                                                                                                                                               |                 |                                                         |                           |                                    |                           |
| dim_recipe_ingredient              | recipe_uuid                | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | public_dim_recipe_ingredient_recipe_uuid_v2_fkey        | recipe_uuid               | dim_recipe                         | recipe_uuid               |
| dim_recipe_ingredient              | recipe_uuid                | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_recipe_ingredient_recipe_uuid_fkey                  | recipe_uuid               | dim_recipe                         | recipe_uuid               |
| dim_recipe_ingredient              | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | FOREIGN KEY     | public_dim_recipe_ingredient_restaurant_uuid_fkey       | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_recipe_ingredient              | unit_uuid                  | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_recipe_ingredient_unit_uuid_fkey                    | unit_uuid                 | dim_unit                           | unit_uuid                 |
| dim_recipe_ingredient              | uuid                       | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_recipe_ingredient_pkey                              | uuid                      | dim_recipe_ingredient              | uuid                      |
| dim_restaurant                     | address                    | character varying           | Address of the restaurant (street and number)                                                                                                                                                                  |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | capacity                   | integer                     | Capacity the restaurant can support at one moment                                                                                                                                                              |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | city                       | character varying           | City of the restaurant                                                                                                                                                                                         |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | country                    | character varying           | Country of the restaurant                                                                                                                                                                                      |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | country_code               | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | created_at                 | timestamp without time zone | Time of creation                                                                                                                                                                                               |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | currency                   | character varying           | Currency of the restaurant                                                                                                                                                                                     |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | email                      | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | is_active                  | boolean                     |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | latitude                   | double precision            | Latitude of the restaurant location                                                                                                                                                                            |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | logo_url                   | character varying           | URL of the restaurant logo                                                                                                                                                                                     |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | longitude                  | double precision            | Longitude of the restaurant's location                                                                                                                                                                         |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | mapping                    | jsonb                       | Data from the POS to access the API                                                                                                                                                                            |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | n_employees                | integer                     | Number of employees working in the restaurant                                                                                                                                                                  |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | name                       | character varying           | Name of the restaurant                                                                                                                                                                                         |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | onboarded                  | boolean                     | Is the restaurant onboarded                                                                                                                                                                                    |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | optimisation_score         | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | phone                      | character varying           | Phone number of the restaurant                                                                                                                                                                                 |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | pos_uuid                   | uuid                        | UUID of the POS associated to the restaurant (if one)                                                                                                                                                          |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | postcode                   | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | restaurant_id              | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_restaurant                     | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | PRIMARY KEY     | dim_restaurant_pkey                                     | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_restaurant                     | type                       | character varying           | Type of restaurant                                                                                                                                                                                             |                 |                                                         |                           |                                    |                           |
| dim_rolling_inventory              | created_at                 | timestamp without time zone | Time of creation                                                                                                                                                                                               |                 |                                                         |                           |                                    |                           |
| dim_rolling_inventory              | event_type                 | character varying           | Type of event (stock_take, received_stock, pos_depletion, etc...). The event stock_take is always the reference when displaying a stock level, the other events help understanding other events that happened. |                 |                                                         |                           |                                    |                           |
| dim_rolling_inventory              | event_uuid                 | uuid                        | UUID of the event                                                                                                                                                                                              | PRIMARY KEY     | dim_rolling_inventory_pkey                              | event_uuid                | dim_rolling_inventory              | event_uuid                |
| dim_rolling_inventory              | ingredient_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | FOREIGN KEY     | public_dim_rolling_inventory_ingredient_uuid_fkey       | ingredient_uuid           | dim_ingredient_restaurant          | ingredient_uuid           |
| dim_rolling_inventory              | name                       | character varying           | Name of the ingredient                                                                                                                                                                                         |                 |                                                         |                           |                                    |                           |
| dim_rolling_inventory              | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | FOREIGN KEY     | public_dim_rolling_inventory_restaurant_uuid_fkey       | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_rolling_inventory              | rolling_quantity           | double precision            | New value of the stock for the ingredient                                                                                                                                                                      |                 |                                                         |                           |                                    |                           |
| dim_rolling_inventory              | unit                       | character varying           | Unit used for measurement                                                                                                                                                                                      |                 |                                                         |                           |                                    |                           |
| dim_rolling_inventory              | unit_uuid                  | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_rolling_inventory_unit_uuid_fkey                    | unit_uuid                 | dim_unit                           | unit_uuid                 |
| dim_stocktake                      | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake                      | created_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake                      | event_type                 | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake                      | restaurant_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_stocktake_restaurant_uuid_fkey                      | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_stocktake                      | status                     | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake                      | stocktake_uuid             | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_stocktake_pkey                                      | stocktake_uuid            | dim_stocktake                      | stocktake_uuid            |
| dim_stocktake                      | updated_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake                      | updated_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_document             | created_at                 | timestamp with time zone    |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_document             | created_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_document             | data_ai_generated          | json                        |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_document             | document_uuid              | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_stocktake_document_document_uuid_fkey               | document_uuid             | dim_document                       | document_uuid             |
| dim_stocktake_document             | editor                     | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_document             | restaurant_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_stocktake_document_restaurant_uuid_fkey             | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_stocktake_document             | status                     | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_document             | stocktake_document_uuid    | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_stocktake_document_pkey                             | stocktake_document_uuid   | dim_stocktake_document             | stocktake_document_uuid   |
| dim_stocktake_document             | stocktake_uuid             | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_stocktake_document_stocktake_uuid_fkey              | stocktake_uuid            | dim_stocktake                      | stocktake_uuid            |
| dim_stocktake_document             | updated_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_document             | updated_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_ingredient           | comment                    | text                        |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_ingredient           | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_ingredient           | created_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_ingredient           | ingredient_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_stocktake_ingredient_ingredient_uuid_fkey           | ingredient_uuid           | dim_ingredient_restaurant          | ingredient_uuid           |
| dim_stocktake_ingredient           | quantity                   | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_stocktake_ingredient           | stocktake_document_uuid    | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_stocktake_ingredient_stocktake_document_uuid_fkey   | stocktake_document_uuid   | dim_stocktake_document             | stocktake_document_uuid   |
| dim_stocktake_ingredient           | stocktake_ingredient_uuid  | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_stocktake_ingredient_pkey                           | stocktake_ingredient_uuid | dim_stocktake_ingredient           | stocktake_ingredient_uuid |
